Paper Title,Number of Reviews,Average Review Length,Review Texts,Scores,Rebuttal Present,Rebuttal Text,Authors,Decision
TextGrad: Advancing Robustness Evaluation in NLP by Gradient-Driven Optimization,0,0,[],[],False,N/A,"['Bairu Hou', 'Jinghan Jia', 'Yihua Zhang', 'Guanhua Zhang', 'Yang Zhang', 'Sijia Liu', 'Shiyu Chang']",N/A
Robustness for Free: Adversarially Robust Anomaly Detection Through Diffusion Model,0,0,[],[],False,N/A,"['Yuanpu Cao', 'Lu Lin', 'Jinghui Chen']",N/A
ErrorAug: Making Errors to Find Errors in Semantic Segmentation,0,0,[],[],False,N/A,"['Devin Guillory', 'Dequan Wang', 'Shun Ishizaka', 'Kazuki Kozuka', 'Trevor Darrell']",N/A
Kernel Regression with Infinite-Width Neural Networks on Millions of Examples,0,0,[],[],False,N/A,"['Ben Adlam', 'Jaehoon Lee', 'Shreyas Padhy', 'Zachary Nado', 'Jasper Snoek']",N/A
Information Plane Analysis for Dropout Neural Networks,0,0,[],[],False,N/A,"['Linara Adilova', 'Bernhard C Geiger', 'Asja Fischer']",N/A
Fed-Cor: Federated Correlation Test with Secure Aggregation,0,0,[],[],False,N/A,"['Lun Wang', 'Qi Pang', 'Shuai Wang', 'Wenting Zheng', 'Dawn Song']",N/A
Feasible Adversarial Robust Reinforcement Learning for Underspecified Environments,0,0,[],[],False,N/A,"['John Banister Lanier', 'Stephen Marcus McAleer', 'Pierre Baldi', 'Roy Fox']",N/A
Phase2vec: dynamical systems embedding with a physics-informed convolutional network,0,0,[],[],False,N/A,"['Matt Ricci', 'Noa Moriel', 'Zoe Piran', 'Mor Nitzan']",N/A
Learning Harmonic Molecular Representations on Riemannian Manifold,0,0,[],[],False,N/A,"['Yiqun Wang', 'Yuning Shen', 'Shi Chen', 'Lihao Wang', 'Fei YE', 'Hao Zhou']",N/A
When is Offline Hyperparameter Selection Feasible for Reinforcement Learning?,0,0,[],[],False,N/A,"['Vincent Liu', 'Prabhat Nagarajan', 'Andrew Patterson', 'Martha White']",N/A
Plansformer: Generating Multi-Domain Symbolic Plans using Transformers,0,0,[],[],False,N/A,"['Vishal Pallagani', 'Bharath Chandra Muppasani', 'Keerthiram Murugesan', 'Francesca Rossi', 'Lior Horesh', 'Biplav Srivastava', 'Francesco Fabiano', 'Andrea Loreggia']",N/A
Greedy Actor-Critic: A New Conditional Cross-Entropy Method for Policy Improvement,0,0,[],[],False,N/A,"['Samuel Neumann', 'Sungsu Lim', 'Ajin George Joseph', 'Yangchen Pan', 'Adam White', 'Martha White']",N/A
VISION TRANSFORMER FOR MULTIVARIATE TIME- SERIES CLASSIFICATION (VITMTSC),0,0,[],[],False,N/A,"['Prem Shankar Kumar', 'Ashutosh Joshi', 'Srinivas Adavi']",N/A
Multi-Environment Pretraining Enables Transfer to Action Limited Datasets,0,0,[],[],False,N/A,"['David Venuto', 'Sherry Yang', 'Pieter Abbeel', 'Doina Precup', 'Igor Mordatch', 'Ofir Nachum']",N/A
Efficiently Controlling Multiple Risks with Pareto Testing,0,0,[],[],False,N/A,"['Bracha Laufer-Goldshtein', 'Adam Fisch', 'Regina Barzilay', 'Tommi S. Jaakkola']",N/A
Graph Mixup with Soft Alignments,0,0,[],[],False,N/A,"['Hongyi Ling', 'Zhimeng Jiang', 'Meng Liu', 'Shuiwang Ji', 'Na Zou']",N/A
CNN Compression and Search Using Set Transformations with Width Modifiers on Network Architectures,0,0,[],[],False,N/A,"['Bilal Siddiqui', 'Dakai Zhu']",N/A
Learning Interpretable Dynamics from Images of a Freely Rotating 3D Rigid Body,0,0,[],[],False,N/A,"['Justice Mason', 'Christine Allen-Blanchette', 'Nicholas F Zolman', 'Elizabeth Davison', 'Naomi Leonard']",N/A
NOTELA: A Generalizable Method for Source Free Domain Adaptation,0,0,[],[],False,N/A,"['Malik Boudiaf', 'tom denton', 'Bart van Merrienboer', 'Vincent Dumoulin', 'Eleni Triantafillou']",N/A
Characteristic Neural Ordinary Differential Equation,0,0,[],[],False,N/A,"['Xingzi Xu', 'Ali Hasan', 'Khalil Elkhalil', 'Jie Ding', 'Vahid Tarokh']",N/A
Fast Sampling of Diffusion Models with Exponential Integrator,0,0,[],[],False,N/A,"['Qinsheng Zhang', 'Yongxin Chen']",N/A
STay-On-the-Ridge (STON'R): Guaranteed Convergence to Local Minimax Equilibrium in Nonconvex-Nonconcave Games,0,0,[],[],False,N/A,"['Constantinos Costis Daskalakis', 'Noah Golowich', 'EFSTRATIOS PANTELEIMON SKOULAKIS', 'Emmanouil Zampetakis']",N/A
Federated Representation Learning via Maximal Coding Rate Reduction,0,0,[],[],False,N/A,"['Juan Cervino', 'Navid Naderializadeh', 'Alejandro Ribeiro']",N/A
3D Surface Reconstruction in the Wild by Deforming Shape Priors from Synthetic Data,0,0,[],[],False,N/A,"['Nicolai Haeni', 'Jun-Jee Chao', 'Volkan Isler']",N/A
gDDIM: Generalized denoising diffusion implicit models,0,0,[],[],False,N/A,"['Qinsheng Zhang', 'Molei Tao', 'Yongxin Chen']",N/A
Panning for Gold in Federated Learning: Targeted Text Extraction under Arbitrarily Large-Scale Aggregation,0,0,[],[],False,N/A,"['Hong-Min Chu', 'Jonas Geiping', 'Liam H Fowl', 'Micah Goldblum', 'Tom Goldstein']",N/A
Artificial Neuronal Ensembles with Learned Context Dependent Gating,0,0,[],[],False,N/A,"['Matthew James Tilley', 'Michelle Miller', 'David Freedman']",N/A
Linkless Link Prediction via Relational Distillation,0,0,[],[],False,N/A,"['Zhichun Guo', 'William Shiao', 'Shichang Zhang', 'Yozen Liu', 'Nitesh Chawla', 'Neil Shah', 'Tong Zhao']",N/A
A Differentiable Loss Function for Learning Heuristics in A*,0,0,[],[],False,N/A,"['Leah Chrestien', 'Tomáš Pevný', 'Antonin Komenda', 'Stefan Edelkamp']",N/A
Understanding Multi-Task Scaling in Machine Translation,0,0,[],[],False,N/A,"['Patrick Fernandes', 'Behrooz Ghorbani', 'Xavier Garcia', 'Markus Freitag', 'Orhan Firat']",N/A
Learning Language Representations with Logical Inductive Bias,0,0,[],[],False,N/A,['Jianshu Chen'],N/A
AsymQ: Asymmetric Q-loss to mitigate overestimation bias in off-policy reinforcement learning,0,0,[],[],False,N/A,"['Qinsheng Zhang', 'Arjun Krishna', 'Sehoon Ha', 'Yongxin Chen']",N/A
Movement-to-Action Transformer Networks for Temporal Action Proposal Generation,0,0,[],[],False,N/A,"['Xiaodan Hu', 'Narendra Ahuja']",N/A
INSPIRE: A Framework for Integrating Individual User Preferences in Recourse,0,0,[],[],False,N/A,"['Prateek Yadav', 'Peter Hase', 'Mohit Bansal']",N/A
How Does Semi-supervised Learning with Pseudo-labelers Work? A Case Study,0,0,[],[],False,N/A,"['Yiwen Kou', 'Zixiang Chen', 'Yuan Cao', 'Quanquan Gu']",N/A
Empowering Graph Representation Learning with Test-Time Graph Transformation,0,0,[],[],False,N/A,"['Wei Jin', 'Tong Zhao', 'Jiayuan Ding', 'Yozen Liu', 'Jiliang Tang', 'Neil Shah']",N/A
Provable Robustness against Wasserstein Distribution Shifts via Input Randomization,0,0,[],[],False,N/A,"['Aounon Kumar', 'Alexander Levine', 'Tom Goldstein', 'Soheil Feizi']",N/A
GROOT: Corrective Reward Optimization for Generative Sequential Labeling,0,0,[],[],False,N/A,"['Kazuma Hashimoto', 'Karthik Raman']",N/A
Interpretations of Domain Adaptations via Layer Variational Analysis,0,0,[],[],False,N/A,"['Huan-Hsin Tseng', 'Hsin-Yi Lin', 'Kuo-Hsuan Hung', 'Yu Tsao']",N/A
Forget Unlearning: Towards True Data-Deletion in Machine Learning,0,0,[],[],False,N/A,"['Rishav Chourasia', 'Neil Shah', 'Reza Shokri']",N/A
Evaluating Unsupervised Denoising Requires Unsupervised Metrics,0,0,[],[],False,N/A,"['Adria Marcos Morales', 'Matan Leibovich', 'Sreyas Mohan', 'Joshua Lawrence Vincent', 'Piyush Haluai', 'MAI TAN', 'Peter Crozier', 'Carlos Fernandez-Granda']",N/A
Denoising Diffusion Samplers,0,0,[],[],False,N/A,"['Francisco Vargas', 'Will Sussman Grathwohl', 'Arnaud Doucet']",N/A
How I Learned to Stop Worrying and Love Retraining,0,0,[],[],False,N/A,"['Max Zimmer', 'Christoph Spiegel', 'Sebastian Pokutta']",N/A
The Value of Out-of-distribution Data,0,0,[],[],False,N/A,"['Ashwin De Silva', 'Rahul Ramesh', 'Carey Priebe', 'Pratik Chaudhari', 'Joshua T Vogelstein']",N/A
Factors Influencing Generalization in Chaotic Dynamical Systems,0,0,[],[],False,N/A,"['Luã Streit', 'Vikram Voleti', 'Tegan Maharaj']",N/A
Interpretable Geometric Deep Learning via Learnable Randomness Injection,0,0,[],[],False,N/A,"['Siqi Miao', 'Yunan Luo', 'Mia Liu', 'Pan Li']",N/A
Koopman Operator Learning for Accelerating Quantum Optimization and Machine Learning,0,0,[],[],False,N/A,"['Di Luo', 'Jiayu Shen', 'Rumen Dangovski', 'Marin Soljacic']",N/A
GOGGLE: Generative Modelling for Tabular Data by Learning Relational Structure,0,0,[],[],False,N/A,"['Tennison Liu', 'Zhaozhi Qian', 'Jeroen Berrevoets', 'Mihaela van der Schaar']",N/A
A Reproducible and Realistic Evaluation of Partial Domain Adaptation Methods,0,0,[],[],False,N/A,"['Tiago Salvador', 'Kilian FATRAS', 'Ioannis Mitliagkas', 'Adam M Oberman']",N/A
Progressive Prompts: Continual Learning for Language Models,0,0,[],[],False,N/A,"['Anastasia Razdaibiedina', 'Yuning Mao', 'Rui Hou', 'Madian Khabsa', 'Mike Lewis', 'Amjad Almahairi']",N/A
Differentiable Rendering with Reparameterized Volume Sampling,0,0,[],[],False,N/A,"['Kirill Struminsky', 'Oleg Desheulin']",N/A
"Deep Learning From Crowdsourced Labels: Coupled Cross-Entropy Minimization, Identifiability, and Regularization",0,0,[],[],False,N/A,"['Shahana Ibrahim', 'Tri Nguyen', 'Xiao Fu']",N/A
Maximum Likelihood Learning of Energy-Based Models for Simulation-Based Inference,0,0,[],[],False,N/A,"['Pierre Glaser', 'Michael Arbel', 'Arnaud Doucet', 'Arthur Gretton']",N/A
Just Avoid Robust Inaccuracy: Boosting Robustness Without Sacrificing Accuracy,0,0,[],[],False,N/A,"['Yannick Merkli', 'Pavol Bielik', 'PETAR TSANKOV', 'Martin Vechev']",N/A
Projective Proximal Gradient Descent for Nonconvex Nonsmooth Optimization: Fast Convergence Without Kurdyka-Lojasiewicz (KL) Property,0,0,[],[],False,N/A,"['Yingzhen Yang', 'Ping Li']",N/A
First Steps Toward Understanding the Extrapolation of Nonlinear Models to Unseen Domains,0,0,[],[],False,N/A,"['Kefan Dong', 'Tengyu Ma']",N/A
A Kernel-Based View of Language Model Fine-Tuning,0,0,[],[],False,N/A,"['Sadhika Malladi', 'Alexander Wettig', 'Dingli Yu', 'Danqi Chen', 'Sanjeev Arora']",N/A
Compositionality with Variation Reliably Emerges in Neural Networks,0,0,[],[],False,N/A,"['Henry Conklin', 'Kenny Smith']",N/A
Systematic Rectification of Language Models via Dead-end Analysis,0,0,[],[],False,N/A,"['Meng Cao', 'Mehdi Fatemi', 'Jackie CK Cheung', 'Samira Shabanian']",N/A
Model-free Reinforcement Learning that Transfers Using Random Reward Features,0,0,[],[],False,N/A,"['Boyuan Chen', 'Chuning Zhu', 'Pulkit Agrawal', 'Kaiqing Zhang', 'Abhishek Gupta']",N/A
Multiple sequence alignment as a sequence-to-sequence learning problem,0,0,[],[],False,N/A,"['Edo Dotan', 'Yonatan Belinkov', 'Oren Avram', 'Elya Wygoda', 'Noa Ecker', 'Michael Alburquerque', 'Omri Keren', 'Gil Loewenthal', 'Tal Pupko']",N/A
Fair Graph Message Passing with Transparency,0,0,[],[],False,N/A,"['Zhimeng Jiang', 'Xiaotian Han', 'Chao Fan', 'Zirui Liu', 'Na Zou', 'Ali Mostafavi', 'Xia Hu']",N/A
FedExP: Speeding Up Federated Averaging via Extrapolation,0,0,[],[],False,N/A,"['Divyansh Jhunjhunwala', 'Shiqiang Wang', 'Gauri Joshi']",N/A
Graph Neural Networks Are More Powerful Than we Think,0,0,[],[],False,N/A,"['Charilaos Kanatsoulis', 'Alejandro Ribeiro']",N/A
A Mixture-of-Expert Approach to RL-based Dialogue Management,0,0,[],[],False,N/A,"['Yinlam Chow', 'Azamat Tulepbergenov', 'Ofir Nachum', 'Dhawal Gupta', 'Moonkyung Ryu', 'Mohammad Ghavamzadeh', 'Craig Boutilier']",N/A
f-DM: A Multi-stage Diffusion Model via Progressive Signal Transformation,0,0,[],[],False,N/A,"['Jiatao Gu', 'Shuangfei Zhai', 'Yizhe Zhang', 'Miguel Ángel Bautista', 'Joshua M. Susskind']",N/A
An Empirical Study of the Neural Contextual Bandit Algorithms,0,0,[],[],False,N/A,"['Bowen Wei', 'Yiling Jia', 'Hongning Wang']",N/A
"Backpropagation at the Infinitesimal Inference Limit of Energy-Based Models: Unifying Predictive Coding, Equilibrium Propagation, and Contrastive Hebbian Learning",0,0,[],[],False,N/A,"['Beren Millidge', 'Yuhang Song', 'Tommaso Salvatori', 'Thomas Lukasiewicz', 'Rafal Bogacz']",N/A
A Theoretical Framework for Inference and Learning in Predictive Coding Networks,0,0,[],[],False,N/A,"['Beren Millidge', 'Yuhang Song', 'Tommaso Salvatori', 'Thomas Lukasiewicz', 'Rafal Bogacz']",N/A
Causally-guided Regularization of Graph Attention improves Generalizability,0,0,[],[],False,N/A,"['Alexander P Wu', 'Thomas Markovich', 'Bonnie Berger', 'Nils Yannick Hammerla', 'Rohit Singh']",N/A
On a Benefit of Masked Language Model Pretraining: Robustness to Simplicity Bias,0,0,[],[],False,N/A,['Ting-Rui Chiang'],N/A
FLGAME: A Game-theoretic Defense against Backdoor Attacks In Federated Learning,0,0,[],[],False,N/A,"['Jinyuan Jia', 'Zhuowen Yuan', 'Dinuka Sahabandu', 'Luyao Niu', 'Arezoo Rajabi', 'Bhaskar Ramasubramanian', 'Bo Li', 'Radha Poovendran']",N/A
The Onset of Variance-Limited Behavior for Networks in the Lazy and Rich Regimes,0,0,[],[],False,N/A,"['Alexander Atanasov', 'Blake Bordelon', 'Sabarish Sainathan', 'Cengiz Pehlevan']",N/A
A Simple Approach for Visual Room Rearrangement: 3D Mapping and Semantic Search,0,0,[],[],False,N/A,"['Brandon Trabucco', 'Gunnar A Sigurdsson', 'Robinson Piramuthu', 'Gaurav S. Sukhatme', 'Ruslan Salakhutdinov']",N/A
Memory Efficient Dynamic Sparse Training,0,0,[],[],False,N/A,"['Mike Heddes', 'Narayan Srinivasa']",N/A
Accelerated Training via Principled Methods for Incrementally Growing Neural Networks,0,0,[],[],False,N/A,"['Xin Yuan', 'Pedro Henrique Pamplona Savarese', 'Michael Maire']",N/A
Progressive Mix-Up for Few-Shot Supervised Multi-Source Domain Transfer,0,0,[],[],False,N/A,"['Ronghang Zhu', 'Ronghang Zhu', 'Xiang Yu', 'Sheng Li']",N/A
Mitigating Propagation Failures in PINNs using Evolutionary Sampling,0,0,[],[],False,N/A,"['Arka Daw', 'Jie Bu', 'Sifan Wang', 'Paris Perdikaris', 'Anuj Karpatne']",N/A
Revisiting Information-Based Clustering with Pseudo-Posterior Models,0,0,[],[],False,N/A,"['Zhongwen Zhang', 'Yuri Boykov']",N/A
Neural Compositional Rule Learning for Knowledge Graph Reasoning,0,0,[],[],False,N/A,"['Kewei Cheng', 'Nesreen Ahmed', 'Yizhou Sun']",N/A
Temporal Change Sensitive Representation for Reinforcement Learing,0,0,[],[],False,N/A,"['Qi Gao', 'Wei Xu']",N/A
Provably Efficient Reinforcement Learning for Online Adaptive Influence Maximization,0,0,[],[],False,N/A,"['Kaixuan Huang', 'Yu Wu', 'Xuezhou Zhang', 'Shenyinying Tu', 'Qingyun Wu', 'Mengdi Wang', 'Huazheng Wang']",N/A
Efficient approximation of neural population structure and correlations with probabilistic circuits,0,0,[],[],False,N/A,"['Koosha Khalvati', 'Samantha Johnson', 'Stefan Mihalas', 'Michael A Buice']",N/A
Exploring perceptual straightness in learned visual representations,0,0,[],[],False,N/A,"['Anne Harrington', 'Vasha DuTell', 'Ayush Tewari', 'Mark Hamilton', 'Simon Stent', 'Ruth Rosenholtz', 'William T. Freeman']",N/A
Improving Subgraph Representation Learning via Multi-View Augmentation,0,0,[],[],False,N/A,"['Yili Shen', 'Cheng-Wei Ju', 'Jiaxu Yan', 'Jun Yi', 'Zhou Lin', 'Hui Guan']",N/A
"System identification of neural systems: If we got it right, would we know?",0,0,[],[],False,N/A,"['Yena Han', 'Tomaso Poggio', 'Brian Cheung']",N/A
Is Forgetting Less a Good Inductive Bias for Forward Transfer?,0,0,[],[],False,N/A,"['Jiefeng Chen', 'Timothy Nguyen', 'Dilan Gorur', 'Arslan Chaudhry']",N/A
High-Precision Regressors for Particle Physics,0,0,[],[],False,N/A,"['Fady Bishara', 'Ayan Paul', 'Jennifer Dy']",N/A
Learning Structured Representations by Embedding Class Hierarchy,0,0,[],[],False,N/A,"['Siqi Zeng', 'Remi Tachet des Combes', 'Han Zhao']",N/A
Promptagator: Few-shot Dense Retrieval From 8 Examples,0,0,[],[],False,N/A,"['Zhuyun Dai', 'Vincent Y Zhao', 'Ji Ma', 'Yi Luan', 'Jianmo Ni', 'Jing Lu', 'Anton Bakalov', 'Kelvin Guu', 'Keith Hall', 'Ming-Wei Chang']",N/A
Brain-like representational straightening of natural movies in robust feedforward neural networks,0,0,[],[],False,N/A,"['Tahereh Toosi', 'Elias Issa']",N/A
FunkNN: Neural Interpolation for Functional Generation,0,0,[],[],False,N/A,"['AmirEhsan Khorashadizadeh', 'Anadi Chaman', 'Valentin Debarnot', 'Ivan Dokmanić']",N/A
CrystalBox: Efficient Model-Agnostic Explanations for Deep RL Controllers,0,0,[],[],False,N/A,"['Sagar Patel', 'Sangeetha Abdu Jyothi', 'Nina Narodytska']",N/A
Label Propagation with Weak Supervision,0,0,[],[],False,N/A,"['Rattana Pukdee', 'Dylan Sam', 'Pradeep Kumar Ravikumar', 'Nina Balcan']",N/A
TypeT5: Seq2seq Type Inference using Static Analysis,0,0,[],[],False,N/A,"['Jiayi Wei', 'Greg Durrett', 'Isil Dillig']",N/A
Approximating any Function via Coreset for Radial Basis Functions: Towards Provable Data Subset Selection For Efficient Neural Networks training,0,0,[],[],False,N/A,"['Murad Tukan', 'Samson Zhou', 'Alaa Maalouf', 'Vladimir Braverman', 'Dan Feldman']",N/A
Axiomatic Explainer Locality With Optimal Transport,0,0,[],[],False,N/A,"['Joshua Bone', 'Aria Masoomi', 'Jennifer Dy']",N/A
Fine-Tuning Offline Policies With Optimistic Action Selection,0,0,[],[],False,N/A,"['Max Sobol Mark', 'Ali Ghadirzadeh', 'Xi Chen', 'Chelsea Finn']",N/A
Improving the Strength of Human-Like Models in Chess,0,0,[],[],False,N/A,"['Saumik Narayanan', 'Kassa Korley', 'Chien-Ju Ho', 'Siddhartha Sen']",N/A
AGRO: Adversarial discovery of error-prone Groups for Robust Optimization,0,0,[],[],False,N/A,"['Bhargavi Paranjape', 'Pradeep Dasigi', 'Vivek Srikumar', 'Luke Zettlemoyer', 'Hannaneh Hajishirzi']",N/A
Learning Multiobjective Program Through Online Learning,0,0,[],[],False,N/A,"['Chaosheng Dong', 'Yijia Wang', 'Bo Zeng']",N/A
Dichotomy of Control: Separating What You Can Control from What You Cannot,0,0,[],[],False,N/A,"['Sherry Yang', 'Dale Schuurmans', 'Pieter Abbeel', 'Ofir Nachum']",N/A
Progressive Knowledge Distillation:  Constructing Ensembles for Efficient Inference,0,0,[],[],False,N/A,"['Don Dennis', 'Abhishek Shetty', 'Anish Prasad Sevekari', 'Kazuhito Koishida', 'Virginia Smith']",N/A
Efficient Approximations of Complete Interatomic Potentials for Crystal Property Prediction,0,0,[],[],False,N/A,"['Yuchao Lin', 'Keqiang Yan', 'Youzhi Luo', 'Yi Liu', 'Xiaoning Qian', 'Shuiwang Ji']",N/A
LogicDP: Creating Labels for Graph Data via Inductive Logic Programming,0,0,[],[],False,N/A,"['Yuan Yang', 'Faramarz Fekri', 'James Clayton Kerce', 'Ali Payani']",N/A
Simulating Environments for Evaluating Scarce Resource Allocation Policies,0,0,[],[],False,N/A,"['Jeroen Berrevoets', 'Alex Chan', 'Daniel Jarrett', 'Mihaela van der Schaar']",N/A
Learning to reason with relational abstractions,0,0,[],[],False,N/A,"['Andrew Joohun Nam', 'Mengye Ren', 'Chelsea Finn', 'James Lloyd McClelland']",N/A
A Simple Approach for State-Action Abstraction using a Learned MDP Homomorphism,0,0,[],[],False,N/A,"['Augustine N. Mavor-Parker', 'Matthew James Sargent', 'Andrea Banino', 'Lewis Griffin', 'Caswell Barry']",N/A
RankMe: Assessing the Downstream Performance of Pretrained Self-Supervised Representations by Their Rank,0,0,[],[],False,N/A,"['Quentin Garrido', 'Randall Balestriero', 'Laurent Najman', 'Yann LeCun']",N/A
Revisiting Intrinsic Reward for Exploration in Procedurally Generated Environments,0,0,[],[],False,N/A,"['Kaixin Wang', 'Kuangqi Zhou', 'Bingyi Kang', 'Jiashi Feng', 'Shuicheng YAN']",N/A
Online Learning for Obstacle Avoidance,0,0,[],[],False,N/A,"['David Snyder', 'Wenhan Xia', 'Daniel Suo', 'Anirudha Majumdar', 'Elad Hazan']",N/A
Transformer-based World Models Are Happy With 100k Interactions,0,0,[],[],False,N/A,"['Jan Robine', 'Marc Höftmann', 'Tobias Uelwer', 'Stefan Harmeling']",N/A
Can Neural Networks Learn Implicit Logic from Physical Reasoning?,0,0,[],[],False,N/A,"['Aaron Traylor', 'Roman Feiman', 'Ellie Pavlick']",N/A
Blockwise self-supervised learning with Barlow Twins,0,0,[],[],False,N/A,"['Shoaib Ahmed Siddiqui', 'David Krueger', 'Yann LeCun', 'Stephane Deny']",N/A
DIGEST: FAST AND COMMUNICATION EFFICIENT DECENTRALIZED LEARNING WITH LOCAL UPDATES,0,0,[],[],False,N/A,"['Peyman Gholami', 'Hulya Seferoglu']",N/A
Learning to Improve Code Efficiency,0,0,[],[],False,N/A,"['Binghong Chen', 'Daniel Tarlow', 'Kevin Swersky', 'Martin Maas', 'Pablo Heiber', 'Ashish V Naik', 'Milad Hashemi', 'Parthasarathy Ranganathan']",N/A
ESCHER: Eschewing Importance Sampling in Games by Computing a History Value Function to Estimate Regret,0,0,[],[],False,N/A,"['Stephen Marcus McAleer', 'Gabriele Farina', 'Marc Lanctot', 'Tuomas Sandholm']",N/A
On Achieving Optimal Adversarial Test Error,0,0,[],[],False,N/A,"['Justin D. Li', 'Matus Telgarsky']",N/A
General Policy Evaluation and Improvement by Learning to Identify Few But Crucial States,0,0,[],[],False,N/A,"['Francesco Faccio', 'Aditya Ramesh', 'Vincent Herrmann', 'Jean Harb', 'Jürgen Schmidhuber']",N/A
Serving Graph Compression for Graph Neural Networks,0,0,[],[],False,N/A,"['Si Si', 'Felix Yu', 'Ankit Singh Rawat', 'Cho-Jui Hsieh', 'Sanjiv Kumar']",N/A
Optimal Data Sampling for Training Neural Surrogates of Programs,0,0,[],[],False,N/A,"['Alex Renda', 'Yi Ding', 'Michael Carbin']",N/A
Towards Understanding GD with Hard and Conjugate Pseudo-labels for Test-Time Adaptation,0,0,[],[],False,N/A,"['Jun-Kun Wang', 'Andre Wibisono']",N/A
Achieving Communication-Efficient Policy Evaluation for Multi-Agent Reinforcement Learning: Local TD-Steps or Batching?,0,0,[],[],False,N/A,"['FNU Hairi', 'Zifan Zhang', 'Jia Liu']",N/A
Learning where and when to reason in neuro-symbolic inference,0,0,[],[],False,N/A,"['Cristina Cornelio', 'Jan Stuehmer', 'Shell Xu Hu', 'Timothy Hospedales']",N/A
Aging with GRACE: Lifelong Model Editing with Key-Value Adaptors,0,0,[],[],False,N/A,"['Thomas Hartvigsen', 'Swami Sankaranarayanan', 'Hamid Palangi', 'Yoon Kim', 'Marzyeh Ghassemi']",N/A
A VAE for Transformers with Nonparametric Variational Information Bottleneck,0,0,[],[],False,N/A,"['James Henderson', 'Fabio James Fehr']",N/A
"Learning MLPs on Graphs: A Unified View of Effectiveness, Robustness, and Efficiency",0,0,[],[],False,N/A,"['Yijun Tian', 'Chuxu Zhang', 'Zhichun Guo', 'Xiangliang Zhang', 'Nitesh Chawla']",N/A
On The Specialization of Neural Modules,0,0,[],[],False,N/A,"['Devon Jarvis', 'Richard Klein', 'Benjamin Rosman', 'Andrew M Saxe']",N/A
HomoDistil: Homotopic Task-Agnostic Distillation of Pre-trained Transformers,0,0,[],[],False,N/A,"['Chen Liang', 'Haoming Jiang', 'Zheng Li', 'Xianfeng Tang', 'Bing Yin', 'Tuo Zhao']",N/A
Information-Theoretic Underpinnings of Generalization and Translation in Emergent Communication,0,0,[],[],False,N/A,"['Mycal Tucker', 'Julie Shah', 'Roger P. Levy', 'Noga Zaslavsky']",N/A
Optimal Transport-Based Supervised Graph Summarization,0,0,[],[],False,N/A,"['Sepideh Neshatfar', 'Abram Magner', 'Salimeh Yasaei Sekeh']",N/A
Contrastive Vision Transformer for Self-supervised Out-of-distribution Detection,0,0,[],[],False,N/A,"['Hengding Wang', 'Yuchen Lu', 'Xi Chen']",N/A
Does the Half Adversarial Robustness Represent the Whole? It Depends... A Theoretical Perspective of Subnetwork Robustness,0,0,[],[],False,N/A,"['Jovon Craig', 'Joshua Andle', 'Theodore Stein Nowak', 'Salimeh Yasaei Sekeh']",N/A
Using Both Demonstrations and Language Instructions to Efficiently Learn Robotic Tasks,0,0,[],[],False,N/A,"['Albert Yu', 'Ray Mooney']",N/A
On the duality between contrastive and non-contrastive self-supervised learning,0,0,[],[],False,N/A,"['Quentin Garrido', 'Yubei Chen', 'Adrien Bardes', 'Laurent Najman', 'Yann LeCun']",N/A
Few-Shot Incremental Learning Using HyperTransformers,0,0,[],[],False,N/A,"['Max Vladymyrov', 'Andrey Zhmoginov', 'Mark Sandler']",N/A
The Brainy Student: Scalable Unlearning by Selectively Disobeying the Teacher,0,0,[],[],False,N/A,"['Meghdad Kurmanji', 'Peter Triantafillou', 'Eleni Triantafillou']",N/A
FIGARO: Controllable Music Generation using Learned and Expert Features,0,0,[],[],False,N/A,"['Dimitri von Rütte', 'Luca Biggio', 'Yannic Kilcher', 'Thomas Hofmann']",N/A
A Neural PDE Solver with Temporal Stencil Modeling,0,0,[],[],False,N/A,"['Zhiqing Sun', 'Yiming Yang', 'Shinjae Yoo']",N/A
The Right Losses for the Right Gains: Improving the Semantic Consistency of Deep Text-to-Image Generation with Distribution-Sensitive Losses,0,0,[],[],False,N/A,"['Mahmoud Ahmed', 'Omer Moussa', 'Ismail Shaheen', 'Mohamed O Abdelfattah', 'Amr Adel Abdalla', 'Marwan Eid', 'Hesham Mohamed Eraqi', 'Mohamed N. Moustafa']",N/A
Selection Collider Bias in Large Language Models,0,0,[],[],False,N/A,['Emily McMilin'],N/A
CausalBench: A Large-scale Benchmark for Network Inference from Single-cell Perturbation Data,0,0,[],[],False,N/A,"['Mathieu Chevalley', 'Yusuf H Roohani', 'Arash Mehrjou', 'Jure Leskovec', 'Patrick Schwab']",N/A
Language models are multilingual chain-of-thought reasoners,0,0,[],[],False,N/A,"['Freda Shi', 'Mirac Suzgun', 'Markus Freitag', 'Xuezhi Wang', 'Suraj Srivats', 'Soroush Vosoughi', 'Hyung Won Chung', 'Yi Tay', 'Sebastian Ruder', 'Denny Zhou', 'Dipanjan Das', 'Jason Wei']",N/A
DreamFusion: Text-to-3D using 2D Diffusion,0,0,[],[],False,N/A,"['Ben Poole', 'Ajay Jain', 'Jonathan T. Barron', 'Ben Mildenhall']",N/A
Recitation-Augmented Language Models,0,0,[],[],False,N/A,"['Zhiqing Sun', 'Xuezhi Wang', 'Yi Tay', 'Yiming Yang', 'Denny Zhou']",N/A
